Date,Open,High,Low,Close,Volume
6/13/08,20.065,20.4525,20.0375,20.3825,30717752
6/16/08,20.37,20.875,20.275,20.8175,34406828
6/17/08,21.025,21.245,20.92,21.1675,33289936
6/18/08,20.93,21.175,20.86,20.965,33757704
6/19/08,20.87,21.1,20.405,21.0675,36933640
6/20/08,20.7425,21.125,20.6875,20.8925,42584720
6/23/08,20.9625,21.0875,20.255,20.265,30170032
6/24/08,20.015,20.735,19.6275,20.665,49908376
6/25/08,20.84,21.105,20.465,20.515,50724640
6/26/08,20.15,20.185,19.505,19.775,76583680
6/27/08,19.7,20.7175,19.6375,20.65,176046400
6/30/08,20.5025,20.71,20.075,20.3275,49329656
7/1/08,19.91,20.3525,19.8,20.3525,44930608
7/2/08,20.475,20.6,19.825,19.855,33843936
7/3/08,19.84,19.9525,19.3125,19.5175,28757860
7/7/08,19.625,19.985,18.5,18.905,79957184
7/8/08,18.7225,19.875,18.0625,19.765,95812544
7/9/08,19.75,19.775,18.85,18.9675,55330108
7/10/08,18.94,19.405,18.4725,19.3125,52851032
7/11/08,18.9,19.3625,18.5,18.6375,54645204
7/14/08,19.0225,19.045,18.125,18.145,42694080
7/15/08,17.815,17.8275,16.8225,17.105,84298752
7/16/08,17.0825,18.14,16.6275,18.0575,92488768
7/17/08,18.425,18.765,17.8375,18.765,67292096
7/18/08,18.56,18.6225,18.03,18.35,46633360
7/21/08,18.4775,18.735,17.8925,17.975,52937080
7/22/08,17.4,18.5575,16.975,18.5125,65422908
7/23/08,18.375,18.75,18.15,18.3125,49953592
7/24/08,18.23,18.4325,17.49,17.52,36631952
7/25/08,17.635,18.0875,17.2675,17.99,38690420
7/28/08,18.1025,18.4,17.5625,17.6375,35711204
7/29/08,17.7575,18.9925,17.7525,18.9925,49077704
7/30/08,19.3125,19.725,18.5675,19.6125,76089088
7/31/08,19.055,19.5375,17.8725,18.265,148909504
8/1/08,18.325,18.525,17.5875,17.9325,61735672
8/4/08,17.94,18.4,17.875,18.125,42692376
8/5/08,18.3,18.5575,18.08,18.4,34366704
8/6/08,18.2,18.2025,17.7675,17.87,40923672
8/7/08,17.695,17.8125,17.335,17.375,43883736
8/8/08,17.4425,18.2125,17.2775,18.15,36358704
8/11/08,18.11,19.125,17.9875,18.6975,55289876
8/12/08,18.55,18.7,18.15,18.2,33741704
8/13/08,18.1875,18.5425,18.12,18.4825,29934968
8/14/08,18.4675,18.9475,18.4,18.945,25853920
8/15/08,18.9975,19.1325,18.7075,18.9475,26009220
8/18/08,18.905,19.0625,18.535,18.735,25859280
8/19/08,18.6125,18.81,18.4025,18.435,21123108
8/20/08,18.525,18.6775,18.415,18.6425,18119408
8/21/08,18.49,18.66,18.2975,18.595,15550500
8/22/08,18.84,18.9475,18.46,18.5225,20961812
8/25/08,18.38,18.7225,18.2825,18.33,18039908
8/26/08,18.4175,18.575,18.2175,18.335,18678624
8/27/08,18.2575,18.625,18.2125,18.6125,19145952
8/28/08,18.6875,18.9525,18.5425,18.9125,26746500
8/29/08,18.74,19,18.675,18.975,19327936
9/2/08,19.2075,19.375,18.5975,18.7475,29899780
9/3/08,18.64,18.835,18.0175,18.2625,35400484
9/4/08,18.13,18.1575,17.4375,17.625,37675936
9/5/08,17.4925,17.995,17.3125,17.94,40643548
9/8/08,18.3775,18.5725,17.17,17.525,56676064
9/9/08,17.5875,17.5875,16.795,16.8725,49881608
9/10/08,16.8175,17.475,16.6575,17.26,43955376
9/11/08,16.8525,17.84,16.7625,17.7375,47137672
9/12/08,17.4825,17.915,17.3125,17.9125,28242220
9/15/08,17.165,17.745,17.065,17.345,38742124
9/16/08,16.655,17.24,16.25,16.5875,83596160
9/17/08,16.4525,16.9875,16.0025,16.0225,67539008
9/18/08,16.05,16.81,14.595,16.725,84189120
9/19/08,17.7525,17.79,16.76,17.3925,68949120
9/22/08,17.23,17.2475,16.225,16.295,46284296
9/23/08,16.4625,16.8675,16.0275,16.725,43849860
9/24/08,16.7625,16.93,16.375,16.42,24543204
9/25/08,16.4375,16.6175,16.135,16.15,23895188
9/26/08,15.6825,15.85,15.2,15.51,51190860
9/29/08,15.075,15.12,13.9725,14.45,78438848
9/30/08,14.095,15.3575,14.095,15.3475,38732252
10/1/08,15.1875,15.525,14.8025,15.3275,27097436
10/2/08,15.3725,15.3725,14.3276,14.3975,35221312
10/3/08,14.7675,15.0425,14.0775,14.21,60477328
10/6/08,13.355,14.005,12.5625,13.845,87366528
10/7/08,14,14.11,12.655,12.7875,75859776
10/8/08,12.2525,13.6075,11.9375,13.1575,75228032
10/9/08,13.4475,13.985,12.3525,12.4625,42549312
10/10/08,11.75,13.4875,11.75,13,75151168
10/13/08,13.7475,14.75,13.3975,14.7175,49446752
10/14/08,15.5,15.5275,13.8125,14.4025,53149092
10/15/08,13.88,14,12.1325,12.4375,76723136
10/16/08,12.5375,13.3325,12.01,13.2675,56084188
10/17/08,12.875,13.7675,12.875,13.055,35115892
10/20/08,13.3275,13.455,12.78,13.0025,35974548
10/21/08,12.8375,13.2675,12.5725,12.675,29013936
10/22/08,12.4925,13,12,12.1275,40253108
10/23/08,12.19,12.3875,11.435,12.08,47972172
10/24/08,10.95,12.125,10.935,11.995,40800108
10/27/08,11.7525,12.3,11.61,11.6475,41929328
10/28/08,11.975,12.895,11.7625,12.4925,58443564
10/29/08,12.6,13.3775,12.3775,12.6725,56039752
10/30/08,12.6475,14.04,12.645,13.5625,74918336
10/31/08,13.4725,14.02,13.25,13.8375,40373908
11/3/08,13.98,14.025,12.9775,13.1225,28510548
11/4/08,13.595,15.1125,13.47,14.9525,73887360
11/5/08,14.5725,14.8,14.1075,14.1175,45017360
11/6/08,13.76,14,12.685,12.8825,52100764
11/7/08,13.1125,13.7,12.8275,13.375,30914828
11/10/08,13.825,13.825,12.8,12.9975,26521408
11/11/08,12.7475,13.7475,12.59,13.4475,32395796
11/12/08,13.1125,13.9125,12.795,12.9375,42753360
11/13/08,12.97,13.645,12.4725,13.61,38747280
11/14/08,13.2775,14.25,13.1125,13.56,37410220
11/17/08,13.2775,13.5575,12.915,13.19,29317484
11/18/08,13.1975,13.77,13.1525,13.66,31545220
11/19/08,13.5,13.96,12.81,12.895,34956092
11/20/08,12.5525,12.825,12,12.035,50997032
11/21/08,12.4,12.4,10.885,11.595,84779584
11/24/08,11.9025,12.5,11.445,12.43,44853920
11/25/08,12.59,12.7425,12.25,12.3825,44962376
11/26/08,12.2025,13,12.05,13,27671672
11/28/08,12.9275,13.185,12.7925,13.14,12711616
12/1/08,12.75,12.785,11.9175,12.0125,30968892
12/2/08,12.1725,12.44,11.8825,12.42,26573344
12/3/08,12.03,13.1875,12.0275,13.11,36404920
12/4/08,12.9825,13.1875,12.555,12.7025,30487204
12/5/08,12.4375,13.3675,12.125,13.295,41136892
12/8/08,13.6,14.4175,13.4925,14.04,53096704
12/9/08,13.875,14.11,13.275,13.3825,32127436
12/10/08,13.2875,13.4625,12.7375,13.29,30186436
12/11/08,13.1,13.6475,12.93,13.0225,30018532
12/12/08,12.6275,13.4775,12.625,13.2375,25191360
12/15/08,13.2025,13.4425,12.9425,13.1875,21858640
12/16/08,13.325,13.695,13.185,13.6925,30725736
12/17/08,13.5725,14,13.515,13.84,25052984
12/18/08,13.8425,14.0475,13.5175,13.675,30374752
12/19/08,13.6275,14.0575,13.445,13.7425,35590580
12/22/08,13.715,13.81,13.245,13.4375,14084044
12/23/08,13.38,13.6,13.28,13.4125,10698380
12/24/08,13.36,13.4375,13.1625,13.2225,6529216
12/26/08,13.195,13.365,12.9825,13.3125,6476824
12/29/08,13.2625,13.3975,12.9825,13.0425,13806928
12/30/08,13.05,13.05,12.5672,12.7475,17101484
12/31/08,12.6525,13.1925,12.65,13.1125,16371228
1/2/09,13.23,13.4275,13.06,13.36,13234064
1/5/09,13.25,13.825,13.25,13.455,16599984
1/6/09,13.625,14.495,13.625,14.4025,32540672
1/7/09,14.1725,14.4875,13.9975,14.09,28484140
1/8/09,14.0025,14.075,13.3175,13.94,34689140
1/9/09,14.005,14.0775,13.695,13.905,16703172
1/12/09,13.8225,14.0375,13.14,13.24,31530108
1/13/09,13.1875,13.335,12.8775,13.285,23134264
1/14/09,13.0025,13.1525,12.555,12.7425,25311312
1/15/09,12.595,12.7125,11.875,12.345,47480328
1/16/09,12.2575,12.3625,11.3025,11.8525,69213376
1/20/09,11.5125,11.6025,10.515,10.605,59770452
1/21/09,10.8,11.2875,10.675,11.045,50505656
1/22/09,10.945,11.42,10.8075,11.045,31927968
1/23/09,10.6725,11.1125,10.445,11.08,22618376
1/26/09,11.075,11.31,10.63,10.6475,24079312
1/27/09,10.8725,11.0475,10.66,11.0375,26442704
1/28/09,11.4775,11.87,11.3125,11.805,32101452
1/29/09,11.485,12.0275,11.3125,11.5675,26101092
1/30/09,11.7625,12.3375,11.715,12.3375,30323736
2/2/09,12.065,12.4975,11.885,12.4925,28544172
2/3/09,12.5525,12.7375,12.0475,12.0975,28965592
2/4/09,12.215,12.56,12.14,12.2825,33166140
2/5/09,13.06,13.775,12.875,13.435,96740608
2/6/09,13.4875,14,13.42,13.8525,45907296
2/9/09,13.88,14.0875,13.65,13.83,31907124
2/10/09,13.7825,14,13.4025,13.4625,38085108
2/11/09,13.525,13.8075,13.375,13.74,23673156
2/12/09,13.57,14.15,13.275,14.1,34838688
2/13/09,14.2325,14.4875,13.815,13.9875,40799188
2/17/09,13.6725,13.8,13.4175,13.5625,35585908
2/18/09,13.6425,14.2225,13.5625,14.0375,36339892
2/19/09,14.2375,14.475,13.8725,13.9075,35119936
2/20/09,13.6625,14.0225,13.625,13.915,42911984
2/23/09,14.01,14.21,13.4975,13.5625,31971376
2/24/09,13.585,14.245,13.4025,14.0875,43611780
2/25/09,14.0275,14.1375,13.785,13.855,34410408
2/26/09,14.0625,14.165,13.6975,14.015,35910156
2/27/09,13.75,14.475,13.75,14.1775,47244452
3/2/09,13.9825,14.2425,13.4675,13.54,39062420
3/3/09,13.6825,13.9075,13.3025,13.59,42195236
3/4/09,13.75,13.9675,13.475,13.8225,35778908
3/5/09,13.6375,13.8725,13.17,13.355,44145908
3/6/09,13.44,13.5375,12.3026,12.5475,60715764
3/9/09,12.4175,12.77,12.185,12.45,33558156
3/10/09,12.7475,13.2175,12.6475,13.2175,38659328
3/11/09,13.415,13.415,12.63,12.8425,36147108
3/12/09,12.825,13.5225,12.5675,13.5225,43281252
3/13/09,13.565,13.8375,12.925,13.0125,49567656
3/16/09,13.245,13.4325,12.965,13.0425,33476532
3/17/09,13,13.845,12.8325,13.8225,25757296
3/18/09,13.6125,14.125,13.365,14.0775,45302624
3/19/09,14.095,14.175,13.1075,13.1725,41750640
3/20/09,13.3,13.59,13.125,13.1325,33477420
3/23/09,13.4675,13.895,13.225,13.885,44659000
3/24/09,13.57,13.6975,13.3175,13.4,43564032
3/25/09,13.4875,13.6875,12.82,13.1875,58626796
3/26/09,13.345,13.9475,13.13,13.875,59613064
3/27/09,13.57,14.0775,13.5525,13.5625,32688812
3/30/09,13.325,13.7125,13.2525,13.375,38611580
3/31/09,13.6,14.0575,13.46,13.9,47457984
4/1/09,13.6875,14,13.4075,13.5725,44155564
4/2/09,13.865,14.2775,13.78,13.8975,47403828
4/3/09,13.8175,15.04,13.8175,15.02,57716360
4/6/09,14.675,15.01,14.4375,14.7825,44944280
4/7/09,14.595,14.69,14.2675,14.2875,27132908
4/8/09,14.45,14.4675,14.1025,14.455,23823092
4/9/09,14.7125,14.8825,14.4075,14.6975,45790780
4/13/09,14.54,15.35,14.5,15.2775,38130624
4/14/09,15.0275,15.23,14.5325,14.5825,35712172
4/15/09,14.5075,14.82,14.3125,14.7775,29692968
4/16/09,14.525,14.8425,14.375,14.5175,36125736
4/17/09,14.545,14.7825,14.315,14.5,37828188
4/20/09,14.25,14.42,13.74,13.75,42589408
4/21/09,13.71,14.675,13.5625,14.6575,37758080
4/22/09,14.45,14.985,14.3025,14.3775,34682452
4/23/09,14.5625,14.7425,14.275,14.5575,35906952
4/24/09,14.8275,15.1875,14.51,15.095,39693860
4/27/09,14.695,14.93,14.6575,14.7175,29520140
4/28/09,14.5375,15.51,14.525,15.1775,42306140
4/29/09,15.4725,15.935,15.3775,15.8775,59240236
4/30/09,16.035,17,15.98,16.24,101774272
5/1/09,16.0375,16.575,15.66,16.2525,60617360
5/4/09,16.52,17.14,16.18,17.05,78943872
5/5/09,16.955,17.125,16.7425,16.8475,56792032
5/6/09,17.0175,17.055,16.4375,16.5475,41844468
5/7/09,16.6575,16.75,16.3375,16.3825,34739452
5/8/09,16.4925,17.1175,16.375,17.1075,37845672
5/11/09,16.7,16.9875,16.4825,16.4825,26011252
5/12/09,16.71,16.8125,16.1775,16.305,36377328
5/13/09,16.08,16.3675,15.8775,16.1175,47583172
5/14/09,15.995,16.275,15.8775,16.13,32866392
5/15/09,16.1125,16.375,16.005,16.2675,24688952
5/18/09,16.33,16.6375,16.065,16.6025,59318764
5/19/09,16.5075,16.5775,16.0725,16.2,45795296
5/20/09,16.315,16.74,16.1525,16.24,33859360
5/21/09,16.1275,16.58,16.1175,16.57,55738188
5/22/09,16.7275,16.875,16.3075,16.4375,21740892
5/26/09,16.4475,16.7225,16.32,16.6925,20565080
5/27/09,16.5825,17.035,16.3125,16.48,27159984
5/28/09,16.5725,16.7475,16.4375,16.625,20184188
5/29/09,16.6575,16.975,16.45,16.9275,32198064
6/1/09,17.125,17.2375,16.455,16.665,43634500
6/2/09,16.6,16.75,16.375,16.7025,31047280
6/3/09,16.6725,17.19,16.4675,17.0575,35374048
6/4/09,17.1125,17.81,17.08,17.38,56227908
6/5/09,17.5025,17.71,17.2,17.32,74266944
6/8/09,17.165,17.65,17.1375,17.45,20637920
6/9/09,17.5175,17.5925,17.1175,17.1575,21798344
6/10/09,17.2575,17.48,16.99,17.3175,33802064
6/11/09,17.3375,17.4,16.665,16.68,43966920
6/12/09,16.7225,16.8,16.0775,16.09,80982208
6/15/09,15.995,16.47,15.7675,16.1075,25581484
6/16/09,16.275,16.275,15.53,15.615,29798392
6/17/09,15.615,15.775,15.2,15.3375,32065188
6/18/09,15.365,15.5275,15.1575,15.3525,32173048
6/19/09,15.425,15.525,15.215,15.3425,25469752
6/22/09,15.185,15.74,15.175,15.31,30170376
6/23/09,15.3325,15.7175,15.33,15.6675,19993876
6/24/09,15.75,15.7875,15.225,15.2725,22805296
6/25/09,15.2225,15.57,15.0675,15.4875,20888436
6/26/09,15.455,15.955,15.39,15.955,19751920
6/29/09,15.9725,15.9725,15.625,15.745,22685296
6/30/09,15.6875,15.9825,15.505,15.565,49255564
7/1/09,15.57,15.6425,15.195,15.2,26178764
7/2/09,15.2,15.425,15.02,15.02,21523220
7/6/09,15.0175,15.275,14.975,15.1675,23400844
7/7/09,15.3325,15.3325,14.85,14.9275,30368752
7/8/09,14.93,15.08,14.5,14.8725,64082828
7/9/09,15.035,15.1625,14.9375,15.11,26617252
7/10/09,14.9675,15.0825,14.8525,14.965,16656296
7/13/09,15.0275,15.105,14.775,15.0875,30653720
7/14/09,15.125,15.1275,14.91,15.0725,13296836
7/15/09,15.25,15.6875,15.1675,15.6625,36507436
7/16/09,15.6125,16.18,15.55,16.1025,50090220
7/17/09,16.0625,16.25,16,16.025,18076936
7/20/09,16.09,16.82,16.075,16.78,32241376
7/21/09,16.78,16.8,16.4475,16.7875,17749564
7/22/09,16.655,16.89,16.58,16.7125,25328220
7/23/09,16.8,16.96,16.655,16.7975,19399688
7/24/09,16.5675,16.9125,16.5625,16.8225,13198444
7/27/09,16.8125,17.0775,16.7775,17.0475,14279392
7/28/09,16.9275,17.075,16.5325,16.575,22670408
7/29/09,16.65,16.7225,16.43,16.695,22032108
7/30/09,16.9225,17.42,16.7075,16.8025,57807252
7/31/09,16.735,16.7925,16.3375,16.365,33052204
8/3/09,16.5475,17.2775,16.475,17.2775,30346452
8/4/09,17.0825,17.2775,16.975,17.275,18702984
8/5/09,17.2975,17.2975,16.965,17.095,19878124
8/6/09,17.13,17.4225,16.9875,17.1625,20894436
8/7/09,17.31,17.4125,17.1825,17.2925,15382104
8/10/09,17.26,17.3725,17.15,17.22,10042688
8/11/09,17.135,17.3125,17.1325,17.1525,14545484
8/12/09,17.0725,17.2625,16.97,17.1125,14432312
8/13/09,17.125,17.22,16.985,17.17,14968484
8/14/09,17.075,17.17,16.875,16.95,12214832
8/17/09,16.71,16.745,16.51,16.6075,19786376
8/18/09,16.6625,16.835,16.6375,16.7525,17077624
8/19/09,16.5825,16.81,16.5375,16.8,15455988
8/20/09,16.7725,16.9975,16.6875,16.9525,12152580
8/21/09,17.085,17.2625,16.9625,17.25,27457452
8/24/09,17.3125,17.375,16.94,16.9875,19978704
8/25/09,17.0375,17.25,16.975,17.245,17574828
8/26/09,17.15,17.6075,17.1125,17.55,18969952
8/27/09,17.42,17.5625,17.32,17.4275,20605468
8/28/09,17.5125,17.625,17.32,17.625,14022616
8/31/09,17.425,17.83,17.4,17.775,21521124
9/1/09,17.695,18,17.535,17.545,22290688
9/2/09,17.4425,17.7161,17.3575,17.525,13336600
9/3/09,17.6025,17.7622,17.45,17.7275,17067468
9/4/09,17.6625,17.7375,17.5125,17.59,9894392
9/8/09,17.675,17.8125,17.5389,17.7375,12220616
9/9/09,17.815,17.825,17.545,17.62,16388188
9/10/09,17.595,18.1225,17.5675,18.0775,17009436
9/11/09,18.125,18.125,17.9375,18.0725,15398096
9/14/09,17.8775,18.25,17.875,18.2175,13099280
9/15/09,18.25,18.3625,18.095,18.3,15351784
9/16/09,18.3125,18.65,18.165,18.5225,16613548
9/17/09,18.4875,18.715,18.325,18.455,14236892
9/18/09,18.48,18.5675,18.29,18.4475,15209692
9/21/09,18.2675,18.575,18.2525,18.3475,12941684
9/22/09,18.4,18.6825,18.33,18.6025,15248356
9/23/09,18.6025,18.7475,18.44,18.48,14977508
9/24/09,18.3475,18.4775,18.0625,18.3825,16055832
9/25/09,18.2925,18.3125,17.3075,17.665,48186812
9/28/09,17.775,17.9625,17.6275,17.785,18369420
9/29/09,17.7975,18.035,17.3025,17.3925,41910908
9/30/09,17.4375,17.5,17.1525,17.2775,30467360
10/1/09,17.1925,17.54,17.1925,17.28,28217752
10/2/09,17.11,17.275,16.6363,16.9475,35419420
10/5/09,16.9675,17.25,16.92,17.04,19904484
10/6/09,17.1725,17.175,16.85,17.065,36430920
10/7/09,17.2875,17.835,17.2275,17.715,49064360
10/8/09,17.775,18.0075,17.6675,17.9325,24105580
10/9/09,17.8875,18.3225,17.835,18.235,20737580
10/12/09,18.5825,18.735,18.3375,18.425,19286720
10/13/09,18.435,18.745,18.3075,18.6675,23609764
10/14/09,18.7075,18.8125,18.4475,18.7,27134092
10/15/09,18.5475,18.96,18.505,18.77,22272312
10/16/09,18.6825,18.77,18.5,18.5725,14946876
10/19/09,18.5675,18.75,18.2975,18.7375,14586116
10/20/09,18.8625,18.975,18.615,18.7625,16507376
10/21/09,18.705,19.2475,18.705,18.7975,16285476
10/22/09,18.9,18.97,18.565,18.9225,21770516
10/23/09,18.9825,19.0225,18.4075,18.53,25509296
10/26/09,18.7425,18.9575,18.115,18.195,34836280
10/27/09,18.4025,18.6125,18.1275,18.475,40859828
10/28/09,18.735,19.505,18.69,19.1425,77930368
10/29/09,19.2525,19.55,18.9575,19.32,41506908
10/30/09,19.24,19.375,18.79,18.94,27327764
11/2/09,19.0225,19.5425,18.9575,19.3225,25334124
11/3/09,19.1925,19.4175,18.95,19.4125,26100828
11/4/09,19.575,19.875,19.53,19.5775,24364580
11/5/09,19.63,19.9375,19.5675,19.8975,16362576
11/6/09,19.75,19.975,19.6638,19.9175,15766436
11/9/09,19.965,20.41,19.925,20.29,26326780
11/10/09,20.225,20.3725,20.141,20.275,19667796
11/11/09,20.405,20.4925,20.0953,20.205,14663184
11/12/09,20.17,20.2725,19.8325,19.98,12968880
11/13/09,19.9825,20.0475,19.6875,20,13697340
11/16/09,20.025,20.0975,19.805,19.8875,23034688
11/17/09,19.89,20.17,19.8225,20.1375,15733764
11/18/09,20.0475,20.2175,19.915,20.0975,11472980
11/19/09,19.9925,20.3875,19.5575,20.045,36537188
11/20/09,19.93,20.1099,19.9077,20,12538056
11/23/09,20.195,20.2,19.9775,20.11,17463532
11/24/09,20.0875,20.16,19.9,20.155,12152876
11/25/09,20.2,20.475,20.0925,20.4475,11498756
11/27/09,20.02,20.21,19.9,20.0825,9295184
11/30/09,20.0825,20.345,20.05,20.25,15706728
12/1/09,20.36,20.85,20.25,20.7425,24412016
12/2/09,20.7625,20.85,20.52,20.555,12861844
12/3/09,20.5875,20.6575,19.9825,20.0075,19124280
12/4/09,20.2725,20.3975,19.6775,20.0675,21865672
12/7/09,20.065,20.16,19.96,19.9825,9660676
12/8/09,19.905,20.1025,19.8875,19.9975,10425304
12/9/09,19.905,20.4825,19.875,20.4375,16743720
12/10/09,20.47,20.69,20.345,20.58,14550600
12/11/09,20.5725,20.6,20.2851,20.335,11518604
12/14/09,21.24,21.4775,20.8725,21.1925,70499648
12/15/09,21.0575,21.55,20.975,21.535,38042156
12/16/09,21.56,21.87,21.465,21.7575,33782156
12/17/09,21.6225,21.85,21.375,21.7575,38250500
12/18/09,21.85,22.4225,21.8475,22.2425,337553280
12/21/09,22.24,22.2675,21.6575,21.8775,44563796
12/22/09,21.915,21.9925,21.465,21.575,28819392
12/23/09,21.615,21.75,21.4125,21.5375,23121736
12/24/09,21.6475,21.7,21.45,21.5725,6912344
12/28/09,21.6075,21.75,21.5225,21.69,13439224
12/29/09,21.6625,22.07,21.6625,22.005,18744984
12/30/09,21.8675,22.07,21.8675,22.035,12352352
12/31/09,21.995,22.045,21.7925,21.865,12643772
1/4/10,22,22.1925,21.865,22.035,20180704
1/5/10,21.825,21.8825,21.5,21.7825,25834736
1/6/10,21.7525,21.77,21.475,21.49,16263400
1/7/10,21.4925,21.75,21.3875,21.69,27846252
1/8/10,21.705,21.8475,21.5575,21.75,11908428
1/11/10,21.8775,21.985,21.5425,21.6875,12914668
1/12/10,21.645,21.7625,21.4625,21.585,12842768
1/13/10,21.615,21.8,21.4875,21.785,13428824
1/14/10,21.7425,21.8825,21.625,21.86,18382188
1/15/10,21.87,21.885,21.48,21.535,21303092
1/19/10,21.5425,22.1025,21.425,21.9625,15240420
1/20/10,21.92,21.935,21.5775,21.855,12771140
1/21/10,21.8625,21.975,21.03,21.1125,28156812
1/22/10,21.0075,21.0962,20.41,20.6825,29782264
1/25/10,20.85,20.9525,20.3525,20.5075,16149040
1/26/10,20.3375,20.635,20.2475,20.2875,12442480
1/27/10,20.22,21.0325,20.1525,20.9775,19335812
1/28/10,21.09,21.12,20.3525,20.6625,13070956
1/29/10,20.65,21.245,20.4675,20.5075,20284580
2/1/10,20.5725,21.1875,20.55,20.915,16099724
2/2/10,21.065,21.1175,20.875,21.0025,14443832
2/3/10,21.06,21.1225,20.525,20.88,32197280
2/4/10,21.3125,21.545,20.7,20.7625,66505844
2/5/10,20.83,20.965,20.135,20.64,38695172
2/8/10,20.725,21.095,20.64,20.7625,23975264
2/9/10,20.9225,21.0328,20.675,20.8175,17968580
2/10/10,20.8725,20.9775,20.7225,20.91,14576316
2/11/10,20.9475,21.3025,20.8125,21.285,18044736
2/12/10,21.125,21.235,20.9125,21.195,22117500
2/16/10,21.3075,21.485,21.3,21.47,16066416
2/17/10,21.5025,21.635,21.44,21.605,14976432
2/18/10,21.5,21.8613,21.5,21.74,15294856
2/19/10,21.5,21.745,21.3725,21.7025,13673440
2/22/10,21.7625,21.94,21.7025,21.7275,11572504
2/23/10,21.755,21.8975,21.515,21.53,19130688
2/24/10,21.555,21.6525,21.1875,21.4075,16209752
2/25/10,21.1875,21.36,20.935,21.3075,14144516
2/26/10,21.395,21.43,21.255,21.32,12478392
3/1/10,21.375,21.735,21.32,21.705,13500236
3/2/10,21.705,21.745,21.5625,21.6125,12903808
3/3/10,21.65,21.8025,21.56,21.7,13661624
3/4/10,21.75,21.8625,21.5312,21.76,14577356
3/5/10,21.85,22.14,21.775,22.1275,19507392
3/8/10,22.1125,22.7325,22.0225,22.6575,31265376
3/9/10,22.5625,22.9175,22.465,22.5375,36700764
3/10/10,22.435,22.9525,22.3875,22.88,28439608
3/11/10,22.7425,23.32,22.7,23.185,55144156
3/12/10,23.2925,23.4075,23.1625,23.3125,28642812
3/15/10,23.2175,23.2875,22.78,23.1025,20739140
